0,title,selfmark,PlainTitle,subject,year,name,cities,countries,continent
74460585,"Trial & sentence of Samuel Maxwell, James Donnelly, Robt. Muir and Alex. Hamilton convicted of breaking into and robbing the dwelling house of Alex. Arniel, farmer at Caplin, in the parish of Neilston, on the 12th or 13th November, 1819 - L.C.Fol.73(16)",L.C.Fol.73(16),"Trial & sentence of Samuel Maxwell, James Donnelly, Robt. Muir and Alex. Hamilton convicted of breaking into and robbing the dwelling house of Alex. Arniel, farmer at Caplin, in the parish of Neilston, on the 12th or 13th November, 1819",,,"['James Donelly', 'Daniel Grant', 'Mr. Arniel', 'James Donnelly', ""Jane M'William"", 'John Muir']","Bridgend, Glasgow, Barrhead, Hamilton, Edinburgh, Johnston","['United States', 'United Kingdom']","['Europe', 'North America']"
74460587,"Full, true and particular account of the trial and conviction this day, before the High Court of Justiciary, of the great and most notorious thief John Wilson, and of his companions Duncan Robertson and Thomas Hamilton, for three different robberies and h - Ry.III.a.2(106)",Ry.III.a.2(106),"Full, true and particular account of the trial and conviction this day, before the High Court of Justiciary, of the great and most notorious thief John Wilson, and of his companions Duncan Robertson and Thomas Hamilton, for three different robberies and h",trials,1831,"['Thomas Hamilton', 'John William', 'Main Point', 'Jhon Gibson', 'Helen Mackenzie', 'John Smith', 'J. F. Stoddart', ""St Michael'."", 'High Street']","London, Belfast, Gravesend, Hamilton, Edinburgh, Wilson","['United States', 'United Kingdom', 'Armenia', 'Madagascar']","['Africa', 'Europe', 'Asia', 'North America']"
74460591,"Full and Particular Account of the trial and sentence of William M'Toague [sic], and John M'Crevie, who are to be executed at Glasgow on Wednesday the 19th May next 1824, for issuing forged notes, and for housebreaking and theft - F.3.a.14(26)",F.3.a.14(26),"Full and Particular Account of the trial and sentence of William M'Toague [sic], and John M'Crevie, who are to be executed at Glasgow on Wednesday the 19th May next 1824, for issuing forged notes, and for housebreaking and theft",robbery,1824,"[""William M'Toague"", ""Margaret M'Teague"", 'Lord Meadowbank', ""William M'Teague"", 'John Cameron', 'Margaret Bell', 'Alexander Peterkin']","Glasgow, Edinburgh",['United Kingdom'],['Europe']
74460592,"Full and particular account of the trial and sentence of John Thomson and David Dobie, carters, Gilmerton, who are to be executed at Edinburgh, on Wednesday 18th August, for the assault, rape, murder and robbery of Margaret Paterson, and their bodies to b - F.3.a.14(57)",F.3.a.14(57),"Full and particular account of the trial and sentence of John Thomson and David Dobie, carters, Gilmerton, who are to be executed at Edinburgh, on Wednesday 18th August, for the assault, rape, murder and robbery of Margaret Paterson, and their bodies to b",trials,1829,"['David Dobie', 'Colin Pentland', 'Margaret Paterson']","Amos, Edinburgh, March, Paterson","['United Kingdom', 'Canada', 'United States']","['Europe', 'North America']"
74460593,"Trial and sentence of Allan Grant, James Kenny Stewart, Mary Muirhead and Isabella Kerr or Gray - Ry.III.a.2(076)",Ry.III.a.2(076),"Trial and sentence of Allan Grant, James Kenny Stewart, Mary Muirhead and Isabella Kerr or Gray",,,"['James Kenny Stewart', 'Isabella Kerr', 'James Kenny', 'Mark Dow', 'Alexander Cameron']","Edinburgh, March",['United Kingdom'],['Europe']
74460595,"Account of the trial and sentence of Andrew Ewart, for the murder of Henry Pennycook, in the church yard of Libberton ... who is to be executed at Edinburgh on the 19th day of March [1828] next - Ry.III.a.2(82)",Ry.III.a.2(82),"Account of the trial and sentence of Andrew Ewart, for the murder of Henry Pennycook, in the church yard of Libberton ... who is to be executed at Edinburgh on the 19th day of March [1828] next",murder,1828,['Henry Pennycook'],"Edinburgh, March",['United Kingdom'],['Europe']
74460596,"Full and particular account of the trial and sentence of Andrew Ewart, who is to be executed at Edinburgh, on ... 19th March [1828] next, for murder, etc. - Ry.III.a.2(83)",Ry.III.a.2(83),"Full and particular account of the trial and sentence of Andrew Ewart, who is to be executed at Edinburgh, on ... 19th March [1828] next, for murder, etc.",murder,1828,['Lord Gillies'],"Edinburgh, March, Much","['United Kingdom', 'Germany']",['Europe']
74460597,"Full and particular account of the trial and sentence of Charles McEwen, who is to be executed at Edinburgh, on Wednesday the 7th April, 1824, for the barbarous murder of Margaret Money (Mooney), and his body to be given for dissection - F.3.a.14(19)",F.3.a.14(19),"Full and particular account of the trial and sentence of Charles McEwen, who is to be executed at Edinburgh, on Wednesday the 7th April, 1824, for the barbarous murder of Margaret Money (Mooney), and his body to be given for dissection",trials,1824,"[""Charles M'Ewen"", 'James Doghety']","Edinburgh, March, Aberdeen","['United Kingdom', 'United States']","['Europe', 'North America']"
74460598,"Trial and sentence of David Haggart, for the murder of the Dumfries jailor, who is to be executed at Edinburgh, on ... the 18th day of July next - Ry.III.a.2(016)",Ry.III.a.2(016),"Trial and sentence of David Haggart, for the murder of the Dumfries jailor, who is to be executed at Edinburgh, on ... the 18th day of July next",,,"['Sir Thomas Kirkpatrick', 'William Baillie', 'Sarah Gaze', '—Robert Simpson']",Edinburgh,"['United Kingdom', 'Ireland']",['Europe']
74460599,"Full and particular account of the trial and sentence of Donald Elphinstone, who is to be executed at Edinburgh, on Wednesday morning, the 28th of July, 1824, for the Murder of Mary Stark, or Croket, his mother-in-law, on the 20th of Februrry last, in Lib - F.3.a.14(27)",F.3.a.14(27),"Full and particular account of the trial and sentence of Donald Elphinstone, who is to be executed at Edinburgh, on Wednesday morning, the 28th of July, 1824, for the Murder of Mary Stark, or Croket, his mother-in-law, on the 20th of Februrry last, in Lib",,,[],"Edinburgh, March",['United Kingdom'],['Europe']
74460601,"Full and particular account of the trial of Donald Rankine who ... was found guilty of the crime of robbery, for which he was condemned to be executed at Inverary on 18th of January 1822 - L.C.Fol.74(74)",L.C.Fol.74(74),"Full and particular account of the trial of Donald Rankine who ... was found guilty of the crime of robbery, for which he was condemned to be executed at Inverary on 18th of January 1822",,,"['Donal McKenzie', 'Peter Mill', 'William Cameron']","Glasgow, Edinburgh",['United Kingdom'],['Europe']
74460603,"Full true and particular account of the trial and sentence of William Gilchrist, George Gilchrist, and James Brown, who were tried before the High Court of Justiciary on Wednedsay 13th July, on a charge of abstracting a box from the Prince Regent coach fr - F.3.a.13(51)",F.3.a.13(51),"Full true and particular account of the trial and sentence of William Gilchrist, George Gilchrist, and James Brown, who were tried before the High Court of Justiciary on Wednedsay 13th July, on a charge of abstracting a box from the Prince Regent coach fr",robbery,1831,"['William Gilchrist', 'James Brown', 'Ceorge Gilchrist', 'Thomas Campbell', ""Murdoch M'Rae""]","Bathgate, March, Falkirk, Airdrie, Glasgow, Edinburgh",['United Kingdom'],['Europe']
74460605,"Trial & sentence of James Bryce, labourer, Airdrie, for the horrid murder of John Geddes - L.C.Fol.74(337)",L.C.Fol.74(337),"Trial & sentence of James Bryce, labourer, Airdrie, for the horrid murder of John Geddes",,,['John Geddes'],"March, Airdrie, Glasgow, Edinburgh, Of","['United Kingdom', 'Turkey']","['Europe', 'Asia']"
74460607,"Full and particular account of the trial and sentence of James Dalrymple, for the horrid ... murder of Donald Fraser, labourer, on ... the 23d February last, on the road near Linlithgow, by shooting him, and who is to be executed on ... the 3d June, 1840 - L.C.Fol.74(205)",L.C.Fol.74(205),"Full and particular account of the trial and sentence of James Dalrymple, for the horrid ... murder of Donald Fraser, labourer, on ... the 23d February last, on the road near Linlithgow, by shooting him, and who is to be executed on ... the 3d June, 1840",murder,1840,"['James Dalrymple', 'Duncan Macfarlane', 'Donald Fraser']",Edinburgh,['United Kingdom'],['Europe']
74460608,"Account of the trial and sentence of James Glen for the barbarous murder of his own child 2 years old, and who is to be executed on the 12th day of December next - Ry.III.a.2(080)",Ry.III.a.2(080),"Account of the trial and sentence of James Glen for the barbarous murder of his own child 2 years old, and who is to be executed on the 12th day of December next",,,"['James More', ""Margaret M'comb""]",Glasgow,['United Kingdom'],['Europe']
74460609,"Trial & sentence of James Gordon who is to be executed at Dumfries, on the 6th June, 1821, for the barbarous murder of James Elliot, a poor pedlar boy, by knocking him on the head with a wooden clog, in a lonely muir, in November last - L.C.Fol.73(19)",L.C.Fol.73(19),"Trial & sentence of James Gordon who is to be executed at Dumfries, on the 6th June, 1821, for the barbarous murder of James Elliot, a poor pedlar boy, by knocking him on the head with a wooden clog, in a lonely muir, in November last",,,"['James Gordon', 'William Glendinning', 'Mr. Glendinning', 'Upper Cassock', 'John Muir']",Of,"['Ireland', 'Turkey']","['Europe', 'Asia']"
74460610,"Full and particular account of the trial and sentence of James Mitchell and John Sharp, who were tried before the High Court of Justiciary on Monday last, 11th July, and who are to be executed at Edinburgh, on Wednesday the 17th August, 1825, for highway  - F.3.a.13(99)",F.3.a.13(99),"Full and particular account of the trial and sentence of James Mitchell and John Sharp, who were tried before the High Court of Justiciary on Monday last, 11th July, and who are to be executed at Edinburgh, on Wednesday the 17th August, 1825, for highway ",robbery,1825,"['David Knox', 'Archibald Brock-', 'Robert Scott', 'William Mathewson', 'William Wilkie', 'Lord Mackinzie']","Edinburgh, Mitchell","['United States', 'United Kingdom']","['Europe', 'North America']"
74460611,"Account of the trial and sentence before the High Court of Justiciary this day Thursday, of James Sime for housebreaking & theft, who is to be executed at Edinburgh on the 15th August next - L.C.Fol.74(289)",L.C.Fol.74(289),"Account of the trial and sentence before the High Court of Justiciary this day Thursday, of James Sime for housebreaking & theft, who is to be executed at Edinburgh on the 15th August next",robbery,1827,"['Jean Berrie', 'Sir Wm']","Edinburgh, March, Green","['United Kingdom', 'India', 'United States']","['Europe', 'Asia', 'North America']"
74460614,"Account of the trial and sentence of JOHN STEWART and CATHERINE WRIGHT, who were found guilty at Edinburgh on Tuesday last of the horrid Murder and Robbery of Robert Lamont on board the Toward Castle Steam Boat, and Sentenced to be Executed at Glasgow on  - L.C.Fol.73(107)",L.C.Fol.73(107),"Account of the trial and sentence of JOHN STEWART and CATHERINE WRIGHT, who were found guilty at Edinburgh on Tuesday last of the horrid Murder and Robbery of Robert Lamont on board the Toward Castle Steam Boat, and Sentenced to be Executed at Glasgow on ",,,"['Steam Boat', 'Catherine Wright']","Glasgow, Edinburgh",['United Kingdom'],['Europe']
74460615,"Full and particular account of the trial and sentence of John Thomson and David Dobie, carters, Gilmerton who are to be executed at Edinburgh, on Wednesday the 18th of August 1830, for the assault, rape, murder and robbery of Margaret Paterson, and their  - F.3.a.13(10)",F.3.a.13(10),"Full and particular account of the trial and sentence of John Thomson and David Dobie, carters, Gilmerton who are to be executed at Edinburgh, on Wednesday the 18th of August 1830, for the assault, rape, murder and robbery of Margaret Paterson, and their ",crime,1830,"['David Dobie', 'Colin Pentland']","David, March, Amos, Edinburgh, Paterson","['United Kingdom', 'Canada', 'United States', 'Panama']","['Europe', 'North America']"
74460616,"Account of the trial and sentence of John Wilson and Duncan Fraser, two young men belonging to Edinburgh, who are to be Executed at Edinburgh, on Wednesday the 28th, day of January, 1824. for breaking into the Shop of James Smyth Taylor, St. Mary's Wynd E - F.3.a.14(7)",F.3.a.14(7),"Account of the trial and sentence of John Wilson and Duncan Fraser, two young men belonging to Edinburgh, who are to be Executed at Edinburgh, on Wednesday the 28th, day of January, 1824. for breaking into the Shop of James Smyth Taylor, St. Mary's Wynd E",robbery,1824,"['Duncan Fraser', 'Wynd Edinburgh', 'Ducan Fraser']","Taylor, Duncan, Mary, Police, Edinburgh","['United Kingdom', 'United States', 'Turkmenistan', 'Poland']","['Europe', 'Asia', 'North America']"
74460620,"Full and particular account of the trial and sentence of Rober [sic] Emond, who is to be executed at Edinburgh, on ... 17th of March, 1830, for the barbarous murder of Mrs. Franks and her daughter, near Haddington, etc. - Ry.III.a.2(094)",Ry.III.a.2(094),"Full and particular account of the trial and sentence of Rober [sic] Emond, who is to be executed at Edinburgh, on ... 17th of March, 1830, for the barbarous murder of Mrs. Franks and her daughter, near Haddington, etc.",,,"['Rober Emond', 'Sir William Rae', 'James Franks', 'Catherine Frank', 'John Purves', 'Marion Inglis', 'Alexander Dudgeon', 'Catherine Franks', 'John Dunbar', 'Robert Tait', 'Libberton Wynd']","Glasgow, Edinburgh, March, Murray","['United Kingdom', 'United States']","['Europe', 'North America']"
74460621,"Full, true and particular account of the trial and sentence of Thomas Beveridge, who is to be executed on the 2d of December next, for the murder of his wife, on the 2d of October, 1831, and his body given for dissection - F.3.a.13(14)",F.3.a.13(14),"Full, true and particular account of the trial and sentence of Thomas Beveridge, who is to be executed on the 2d of December next, for the murder of his wife, on the 2d of October, 1831, and his body given for dissection",trials,1831,"['Janet Greig', 'John Grant', 'Mrs Suttle', 'James Gray', 'Catherine Biggar']",Edinburgh,['United Kingdom'],['Europe']
74460623,"Account of the trial and sentence of Thomas Hay, for stabbing William Moffat, in Leith, on the 18th of July last, and before his sentence is carried into execution he is to be lashed through the town of Leith on Wednesday 18th February 1824 - F.3.a.14(9)",F.3.a.14(9),"Account of the trial and sentence of Thomas Hay, for stabbing William Moffat, in Leith, on the 18th of July last, and before his sentence is carried into execution he is to be lashed through the town of Leith on Wednesday 18th February 1824",crime,1824,['William Moffat'],Edinburgh,['United Kingdom'],['Europe']
74460626,"Account of the trial and sentence of William Divan, before the High Court of Justiciary at Edinburgh, on Monday the 14th day of June, 1824, accused of murdering his own wife in the Gorbals of Glasgow, on the 6th of April last, by cutting her throat with a - L.C.Fol.73(73)",L.C.Fol.73(73),"Account of the trial and sentence of William Divan, before the High Court of Justiciary at Edinburgh, on Monday the 14th day of June, 1824, accused of murdering his own wife in the Gorbals of Glasgow, on the 6th of April last, by cutting her throat with a",,,['William Divan'],"Glasgow, Edinburgh",['United Kingdom'],['Europe']
74460627,"Full ... account of the trial and sentence of William Hardie, gamekeeper before the High Court of Justiciary ... for shooting at William Boyles, or Bailes, with intent to murder - L.C.Fol.74(237)",L.C.Fol.74(237),"Full ... account of the trial and sentence of William Hardie, gamekeeper before the High Court of Justiciary ... for shooting at William Boyles, or Bailes, with intent to murder",robbery,1830-1839,"['Edinburgh Thief', 'William Hardie', 'John Boyles', ""James M'Laren"", 'Linen Company', 'Davidson Nicoll']","Redford, Edinburgh","['United Kingdom', 'United States']","['Europe', 'North America']"
